,개방서비스명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),경도,위도,LINK
129,공연장,영업/정상,서울특별시 중구 충정로1가 58-1번지,197183.918975215,451720.396597,126.96602233958411,37.56776407969499,1000022301.0
130,공연장,영업/정상,서울특별시 중구 정동 11-3번지,197489.820082993,451531.255928052,126.96948553018976,37.56606084976557,1010039900.0
131,공연장,영업/정상,서울특별시 서초구 서초동 700,201278.647889967,442099.753091778,127.01235512105876,37.481086266985,1210008803.0
132,공연장,영업/정상,서울특별시 서초구 서초동 700,201278.647889967,442099.753091778,127.01235512105876,37.481086266985,1210008803.0
133,공연장,영업/정상,서울특별시 종로구 동숭동 1-67 2층~4층,200211.341833282,453309.498946546,127.00029037927456,37.582086179728805,1000038900.0
134,공연장,영업/정상,서울특별시 중구 을지로6가 17-2번지,200613.510297669,451817.515366883,127.00484232182068,37.56864344723963,1010045600.0
135,공연장,영업/정상,서울특별시 중구 필동2가 16-9번지,199437.720727547,450939.451952622,126.9915340280916,37.560732144501415,1010024602.0
136,공연장,영업/정상,서울특별시 송파구 잠실동 209-11번지,207677.897099004,445075.689190034,127.08473589193268,37.50786885345826,1230074000.0
137,공연장,영업/정상,서울특별시 마포구 대흥동 30-3,195119.614697982,449748.031084018,126.94266955860331,37.54998451314405,1130049700.0
138,공연장,영업/정상,서울특별시 광진구 자양동 630-41번지,207269.157807648,448044.12833358,127.08014212149745,37.53461760915444,1040024200.0
139,공연장,영업/정상,서울특별시 송파구 거여동 37번지 위례빌딩,212831.033281342,443457.104592042,127.14298994067688,37.49322861287904,1230009501.0
140,공연장,영업/정상,서울특별시 중구 을지로4가 323,199693.302714092,451535.867322585,126.99442641417107,37.56610591977821,1010014800.0
141,공연장,영업/정상,서울특별시 종로구 동숭동 1-33,200120.54634178,453378.347646612,126.9992624638529,37.58270650693192,1000039000.0
142,공연장,영업/정상,서울특별시 동대문구 청량리동 206-46 수림문화재단,203712.345425626,454246.192680027,127.03993085957494,37.59051844054683,1050020301.0
143,공연장,영업/정상,서울특별시 종로구 동숭동 50-24,200309.223239593,453272.967210795,127.00139850934664,37.58175701304719,1000038900.0
144,공연장,영업/정상,서울특별시 종로구 동숭동 192-8,200386.164443904,452993.086265744,127.00226945521624,37.57923530019696,1000016001.0
145,공연장,영업/정상,서울특별시 종로구 동숭동 1-150 지하2층,200307.47638288,453090.105614808,127.00137867219422,37.58010945555397,1000037400.0
146,공연장,영업/정상,서울특별시 영등포구 여의도동 34-8,193644.210676231,446557.559334636,126.92600116315892,37.52122950830845,1180079900.0
147,공연장,영업/정상,서울특별시 마포구 신수동 1-1 서강대학교,194564.277152493,449886.700377146,126.93638409173263,37.55123076494096,1130049900.0
148,공연장,영업/정상,서울특별시 마포구 서교동 377-3 슬로우 로켓(SLOW ROCKET),192638.934814421,450094.333626199,126.9145936711055,37.553088024259495,1130052500.0
149,공연장,영업/정상,서울특별시 종로구 동숭동 1-5 서울문화재단 대학로,200257.115683163,453485.12004217,127.00080864372578,37.58366849281115,1000039900.0
150,공연장,영업/정상,서울특별시 종로구 동숭동 1-96,200259.173497292,453256.205840375,127.0008318805221,37.58160600734653,1000037300.0
151,공연장,영업/정상,서울특별시 강서구 등촌동 659 램넌트문화센터,186608.714964021,450644.416649627,126.84634045114636,37.55797591545387,1150001301.0
152,공연장,영업/정상,서울특별시 강남구 신사동 568-2,202153.779162865,446850.328726199,127.02226286023073,37.52388730914026,1220092400.0
153,공연장,영업/정상,서울특별시 서초구 방배동 763-32 가우디빌딩,198544.950903405,443799.513327816,126.981444382883,37.49640066334511,1210021604.0
155,공연장,영업/정상,서울특별시 종로구 통의동 35-22 국제항운(주),197604.691668438,452864.475935742,126.97078127224944,37.578073310025566,1000037800.0
156,공연장,영업/정상,서울특별시 종로구 동숭동 50-44,200310.584615294,453249.097065674,127.00141391377542,37.58154194596992,1000037400.0
157,공연장,영업/정상,서울특별시 종로구 통의동 91-19 비스플라자,197487.974635557,452991.418902843,126.96945951163184,37.579216730005456,1000035900.0
158,공연장,영업/정상,서울특별시 서대문구 창천동 13-21,194470.363510706,450595.483553099,126.93531590680392,37.55761626425208,1120015000.0
159,공연장,영업/정상,서울특별시 서대문구 북아현동 1012-2,195992.750558631,451065.345045276,126.9525430167045,37.56185764721025,1120058200.0
160,공연장,영업/정상,서울특별시 용산구 이태원동 127-22,199506.018811524,447987.235079236,126.99230927406934,37.53413296648313,1020010701.0
161,공연장,영업/정상,서울특별시 서초구 서초동 1605-4 비본데이즈,201871.931061593,442758.453375394,127.01906440841626,37.48702019439839,1210046700.0
162,공연장,영업/정상,서울특별시 마포구 서교동 395-15 제우피스빌딩,192828.670748802,449886.49476413,126.91674293755266,37.55121692587068,1130051900.0
163,공연장,영업/정상,서울특별시 동대문구 용두동 764-12 지하1층,202221.427945,452986.377640579,127.02304616418738,37.57917238738655,1070001902.0
164,공연장,영업/정상,서울특별시 마포구 서교동 395-181 DSM Square,192649.130672248,449784.871100814,126.9147121823041,37.550299880460784,1130046200.0
165,공연장,영업/정상,서울특별시 마포구 서교동 394-44 서교제일빌딩,192488.985144597,449787.214169203,126.9128998788816,37.55031968950186,1130014103.0
166,공연장,영업/정상,서울특별시 종로구 동숭동 1-149,200306.889634085,453117.874916028,127.0013720388052,37.58035965334216,1000037300.0
167,공연장,영업/정상,서울특별시 마포구 염리동 172-15,195234.702073665,449043.724409846,126.94397656739446,37.54363938240647,1130008301.0
168,공연장,영업/정상,서울특별시 종로구 동숭동 1-61 지하1층,200177.965039223,453287.451050781,126.99991250801752,37.58188753595427,1000019001.0
169,공연장,영업/정상,서울특별시 광진구 화양동 111-73 BLUE SKY,206324.116092316,449420.23835582,127.0694615659546,37.54702314360442,1040034600.0
170,공연장,영업/정상,서울특별시 종로구 혜화동 163-24,200136.734882861,453589.791391142,126.99944576110732,37.5846115841229,1000040400.0
171,공연장,영업/정상,서울특별시 강남구 삼성동 141-28 동신빌딩,204389.263696413,444809.650128312,127.04753971601032,37.5054931050241,1220027603.0
172,공연장,영업/정상,서울특별시 종로구 혜화동 163-24,200136.734882861,453589.791391142,126.99944576110732,37.5846115841229,1000040400.0
173,공연장,영업/정상,서울특별시 영등포구 문래동3가 46 트리플렉스,190918.714723247,446361.891182393,126.89517262847944,37.51944356926607,1180021902.0
174,공연장,영업/정상,서울특별시 중구 정동 32-1 이화여자고등학교,197396.958791381,451509.63614311,126.96843452603024,37.56586579387668,1010039400.0
175,공연장,영업/정상,서울특별시 강남구 신사동 504-11 SINSA SQUARE,201620.446225572,446358.542778413,127.01622850425096,37.519457393655024,1210006000.0
176,공연장,영업/정상,서울특별시 양천구 신정동 1325-3 갈산문화예술센터,188450.221706316,445400.99948675,126.8672647590344,37.51075823572983,1140001403.0
177,공연장,영업/정상,서울특별시 성동구 성수동1가 13-163 청호 서울숲 뜨레피움 오피스텔 B01호,204354.628788697,449513.846649291,127.0471754639674,37.54787781124931,1030031300.0
178,공연장,영업/정상,서울특별시 용산구 보광동 217-21 (주)동양과학,199732.532144261,447095.440181782,126.99487245365732,37.52609805611733,1020030800.0
179,공연장,영업/정상,서울특별시 금천구 독산동 300-21,190591.306532486,440703.922556739,126.89154186114052,37.4684620785746,1170023500.0
180,공연장,영업/정상,서울특별시 중구 순화동 217 덕수궁롯데캐슬,197312.655183004,451257.223181993,126.967481255668,37.563591333826345,1010049000.0
181,공연장,영업/정상,서울특별시 강북구 수유동 360-10 강북문화예술회관,201115.646931426,459825.201446841,127.01053762129987,37.64079087272275,1080029700.0
182,공연장,영업/정상,서울특별시 마포구 노고산동 54-46 G.블레싱,194039.464399301,450311.791515888,126.93044150758378,37.55505751339449,1130015400.0
183,공연장,영업/정상,서울특별시 서초구 서초동 1451-84,201096.436030452,442179.026389326,127.01029514133872,37.481800742073226,1210008803.0
184,공연장,영업/정상,서울특별시 종로구 동숭동 25-25 지하2층,200354.626625299,453338.374168902,127.0019125571566,37.58234630749753,1000015902.0
185,공연장,영업/정상,서울특별시 종로구 동숭동 25-25 지하1층,200354.626625299,453338.374168902,127.0019125571566,37.58234630749753,1000015902.0
186,공연장,영업/정상,서울특별시 종로구 창신동 630-1 지하1층,200815.242722276,452710.83980828,127.00712669393718,37.57669204723653,1000036400.0
187,공연장,영업/정상,서울특별시 광진구 광장동 319-33,209479.331104244,449280.291661999,127.1051640411652,37.54573542359782,1040012300.0
188,공연장,영업/정상,서울특별시 광진구 광장동 313-3,209343.001409181,449330.493519953,127.1036220018864,37.546189119076864,1040031602.0
189,공연장,영업/정상,서울특별시 광진구 구의동 595번지,208051.884671132,447994.805558304,127.08899742147707,37.53416677037465,1040026000.0
190,공연장,영업/정상,서울특별시 광진구 군자동 98번지,206481.062740469,449832.323358171,127.0712411695511,37.55073491182856,1040014101.0
191,공연장,영업/정상,서울특별시 구로구 구로동 573번지,189570.360930049,444336.051330144,126.87994924558916,37.5011765059269,1160066400.0
192,공연장,영업/정상,서울특별시 구로구 구로동 573번지,189570.360930049,444336.051330144,126.87994924558916,37.5011765059269,1160066400.0
193,공연장,영업/정상,서울특별시 구로구 구로동 573번지,189570.360930049,444336.051330144,126.87994924558916,37.5011765059269,1160066400.0
194,공연장,영업/정상,서울특별시 동작구 신대방동 348-125번지,193677.850406534,443929.62748685,126.92640451253862,37.49755216559116,1190017700.0
195,공연장,영업/정상,서울특별시 동작구 노량진동 292-7번지,194328.440074827,445275.310401641,126.93375121190051,37.50968100487302,1190032700.0
196,공연장,영업/정상,서울특별시 동작구 노량진동 119-134번지,194963.702574468,445511.32844117,126.9409346001903,37.5118112468665,1190004605.0
197,공연장,영업/정상,서울특별시 동작구 사당동 206-105번지,196991.02740744,442774.900508956,126.96387638605005,37.4871650410775,1190012200.0
200,공연장,영업/정상,서울특별시 동작구 사당동 220-55번지,197254.62476085,442590.163636352,126.9668575685688,37.485501399503605,1190010400.0
201,공연장,영업/정상,서울특별시 동작구 대방동 391-179번지,193414.851923876,444341.605968536,126.9234266743738,37.501262228169615,1190025100.0
