,개방서비스명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),경도,위도,LINK
0,국제회의시설업,영업/정상,서울특별시 동작구 사당동 1001-33,197932.620226881,442381.630987122,126.97452405220548,37.48362433055477,1190007900.0
2,국제회의시설업,영업/정상,서울특별시 강남구 삼성동 159번지,205130.591678902,445590.096837802,127.0559292832903,37.512521137011326,1220079000.0
