,개방서비스명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),경도,위도,LINK
0,영화상영관,영업/정상,서울특별시 중구 충무로4가 125-18,199532.892103928,451004.636686214,126.99261113456608,37.56131951182663,1010028700.0
2,영화상영관,영업/정상,서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층,191385.057392247,446098.555926507,126.9004509054287,37.517075435258,1180016103.0
3,영화상영관,영업/정상,서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층,191385.057392247,446098.555926507,126.9004509054287,37.517075435258,1180016103.0
4,영화상영관,영업/정상,서울특별시 중구 충무로4가 125-18,199532.892103928,451004.636686214,126.99261113456608,37.56131951182663,1010028700.0
5,영화상영관,영업/정상,서울특별시 중구 충무로4가 125-18,199532.892103928,451004.636686214,126.99261113456608,37.56131951182663,1010028700.0
6,영화상영관,영업/정상,서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층,191385.057392247,446098.555926507,126.9004509054287,37.517075435258,1180016103.0
7,영화상영관,영업/정상,서울특별시 영등포구 여의도동 23,193326.931018911,446973.914570276,126.9224082596647,37.524978584310034,1180133801.0
8,영화상영관,영업/정상,서울특별시 영등포구 여의도동 23,193326.931018911,446973.914570276,126.9224082596647,37.524978584310034,1180133801.0
9,영화상영관,영업/정상,서울특별시 중구 초동 18-5번지,199332.29889394,451378.467998728,126.990340421157,37.56468755353789,1010009800.0
10,영화상영관,영업/정상,서울특별시 양천구 목동 917-6 행복한세상백화점 7층,188977.171050288,447466.355031447,126.87319365653178,37.529373431839375,1140027000.0
11,영화상영관,영업/정상,서울특별시 양천구 목동 916 현대백화점 지하2층,188884.075622342,447186.888604306,126.87214469362011,37.52685433788699,1140022400.0
12,영화상영관,영업/정상,서울특별시 양천구 목동 916 현대백화점 지하2층,188884.075622342,447186.888604306,126.87214469362011,37.52685433788699,1140022400.0
13,영화상영관,영업/정상,서울특별시 양천구 목동 916 현대백화점 지하2층,188884.075622342,447186.888604306,126.87214469362011,37.52685433788699,1140022400.0
14,영화상영관,영업/정상,서울특별시 양천구 목동 916 현대백화점 지하2층,188884.075622342,447186.888604306,126.87214469362011,37.52685433788699,1140022400.0
15,영화상영관,영업/정상,서울특별시 양천구 목동 916 현대백화점 지하2층,188884.075622342,447186.888604306,126.87214469362011,37.52685433788699,1140022400.0
16,영화상영관,영업/정상,서울특별시 양천구 목동 916 현대백화점 지하2층,188884.075622342,447186.888604306,126.87214469362011,37.52685433788699,1140022400.0
17,영화상영관,영업/정상,서울특별시 양천구 목동 916 현대백화점 지하2층,188884.075622342,447186.888604306,126.87214469362011,37.52685433788699,1140022400.0
18,영화상영관,영업/정상,서울특별시 양천구 목동 917-6 행복한세상백화점 7층,188977.171050288,447466.355031447,126.87319365653178,37.529373431839375,1140027000.0
19,영화상영관,영업/정상,서울특별시 성북구 돈암동 538-98,201158.136692375,455288.765441798,127.01101225773102,37.59991843149356,1070071700.0
20,영화상영관,영업/정상,서울특별시 성북구 돈암동 538-98,201158.136692375,455288.765441798,127.01101225773102,37.59991843149356,1070071700.0
21,영화상영관,영업/정상,서울특별시 성북구 돈암동 538-98,201158.136692375,455288.765441798,127.01101225773102,37.59991843149356,1070071700.0
22,영화상영관,영업/정상,서울특별시 성북구 동선동1가 1-2,201447.418693099,454477.103343093,127.01428654773156,37.59260509731219,1070006303.0
23,영화상영관,영업/정상,서울특별시 성북구 동선동1가 1-2 유타,201447.418693099,454477.103343093,127.01428654773156,37.59260509731219,1070006303.0
24,영화상영관,영업/정상,서울특별시 양천구 목동 917-6 행복한세상백화점 7층,188977.171050288,447466.355031447,126.87319365653178,37.529373431839375,1140027000.0
25,영화상영관,영업/정상,서울특별시 양천구 목동 917-6 행복한세상백화점 7층,188977.171050288,447466.355031447,126.87319365653178,37.529373431839375,1140027000.0
26,영화상영관,영업/정상,서울특별시 양천구 목동 917-6 행복한세상백화점 7층,188977.171050288,447466.355031447,126.87319365653178,37.529373431839375,1140027000.0
27,영화상영관,영업/정상,서울특별시 양천구 목동 917-6 행복한세상백화점 7층,188977.171050288,447466.355031447,126.87319365653178,37.529373431839375,1140027000.0
28,영화상영관,영업/정상,서울특별시 양천구 목동 917-6 행복한세상백화점 7층,188977.171050288,447466.355031447,126.87319365653178,37.529373431839375,1140027000.0
29,영화상영관,영업/정상,서울특별시 양천구 목동 917-6 행복한세상백화점 7층,188977.171050288,447466.355031447,126.87319365653178,37.529373431839375,1140027000.0
30,영화상영관,영업/정상,서울특별시 양천구 목동 916 현대백화점 지하2층,188884.075622342,447186.888604306,126.87214469362011,37.52685433788699,1140022400.0
31,영화상영관,영업/정상,서울특별시 양천구 목동 917-6 행복한세상백화점 7층,188977.171050288,447466.355031447,126.87319365653178,37.529373431839375,1140027000.0
32,영화상영관,영업/정상,서울특별시 은평구 녹번동 85-4번지,193604.709211526,455734.902326677,126.92547351966628,37.60391602711206,1110030800.0
33,영화상영관,영업/정상,서울특별시 은평구 대조동 240번지 팜스퀘어,193661.732383169,456379.193899276,126.92611364779032,37.60972137406473,1110011400.0
34,영화상영관,영업/정상,서울특별시 은평구 대조동 240 팜스퀘어,193661.732383169,456379.193899276,126.92611364779032,37.60972137406473,1110011400.0
35,영화상영관,영업/정상,서울특별시 은평구 대조동 240번지 팜스퀘어,193661.732383169,456379.193899276,126.92611364779032,37.60972137406473,1110011400.0
36,영화상영관,영업/정상,서울특별시 은평구 대조동 240번지 팜스퀘어,193661.732383169,456379.193899276,126.92611364779032,37.60972137406473,1110011400.0
