,개방서비스명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),경도,위도,LINK
0,종합유원시설업,휴업,서울특별시 중랑구 망우동 산 69-1번지,209252.941292347,454663.379263107,127.1026697076241,37.59423860149228,1060011800.0
2,종합유원시설업,영업/정상,서울특별시 송파구 잠실동 40-1,208589.363343145,445455.90405262,127.0950490201458,37.51128661020394,1230077700.0
3,종합유원시설업,영업/정상,서울특별시 송파구 문정동 618 202동,210868.397496689,442053.227933005,127.120776211014,37.48060473499756,1230045500.0
