,개방서비스명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),경도,위도
0,방문판매업,영업/정상,서울특별시 강남구 개포동 ***번지 *호 남광빌딩 ***,205976.21147475,442957.89953399,127.06547273514666,37.48880006338813
1,방문판매업,영업/정상,서울특별시 광진구 중곡동 ***번지 **호 *층,207082.19653446,450786.420735596,127.07805303497729,37.55932684945749
2,방문판매업,영업/정상,서울특별시 금천구 가산동 ***번지 **호 남성프라자,189472.091898625,441483.675018356,126.8788789464572,37.47547551510187
3,방문판매업,영업/정상,서울특별시 강서구 마곡동 ***번지 *호 이너매스 마곡,184876.792845641,450969.017546763,126.8267325694351,37.56087361543714
4,방문판매업,영업/정상,서울특별시 송파구 가락동 ***번지 *호 태정빌딩,210970.729471802,443756.22297571,127.12195839018752,37.49594749313306
5,방문판매업,영업/정상,서울특별시 광진구 중곡동 ***-** 경남빌딩,207082.19653446,450786.420735596,127.07805303497729,37.55932684945749
6,방문판매업,영업/정상,서울특별시 서초구 서초동 ****번지 *호 우리동산빌딩,200785.091503092,442752.41815167,127.00677560170777,37.48696730368004
7,방문판매업,영업/정상,서울특별시 서초구 양재동 *번지 **호 단성빌딩,203348.776027825,442475.718217737,127.03576170356516,37.484468679905895
8,방문판매업,영업/정상,서울특별시 송파구 삼전동 **번지 **호 대성빌딩,208329.512151939,444409.551117929,127.09209820370799,37.50186136859382
9,방문판매업,영업/정상,서울특별시 구로구 구로동 **번지 *호 대림오피스밸리 *층 ***호,190352.185129194,443799.918089908,126.88879798991566,37.49635451116423
10,방문판매업,영업/정상,서울특별시 동대문구 제기동 ***번지,203677.17699665,453304.382154862,127.0395280206453,37.582033005059216
11,방문판매업,영업/정상,서울특별시 강북구 번동 ***번지 **호,202631.106120887,459490.565515444,127.02770686489862,37.63777289706184
12,방문판매업,영업/정상,서울특별시 서대문구 홍제동 ***-**,194993.036217674,453946.296791694,126.94120811629332,37.587809683252075
13,방문판매업,영업/정상,서울특별시 금천구 가산동 **번지 **호 백상스타타워*차,189790.323886715,442017.86745811,126.88246915794191,37.480292181408814
14,방문판매업,영업/정상,서울특별시 금천구 가산동 **번지 *호 대륭포스트타워 *차,189877.178943503,442093.648596802,126.88345008256063,37.48097593060218
15,방문판매업,영업/정상,서울특별시 금천구 가산동 ***번지 **호 에이스하이엔드타워*차,189467.124186925,441780.0053985,126.87881852386396,37.47814539584661
16,방문판매업,영업/정상,서울특별시 서초구 방배동 ****번지 *호 서초전화국,200214.828933969,442206.118999192,127.00032758497811,37.48204541089658
17,방문판매업,영업/정상,서울특별시 동대문구 이문동 ***번지 *호 이문동빌딩,205445.609973669,454833.337679973,127.05956014067112,37.595800024794976
18,방문판매업,영업/정상,서울특별시 구로구 구로동 ***번지 **호 에이스테크노타워*차 *층 ***-*호,190496.447846852,442645.330573628,126.8904443592363,37.48595320044148
19,방문판매업,영업/정상,서울특별시 서초구 방배동 ***번지 **호 웅지빌딩,198464.569551277,441678.090311513,126.98054001236748,37.47728649073366
20,방문판매업,영업/정상,서울특별시 중랑구 중화동 ***번지 **호 ***호,206838.185776084,455847.628110601,127.07533813555625,37.60492941139291
21,방문판매업,영업/정상,서울특별시 서초구 서초동 ****번지 *호 신영빌딩,201075.144807841,442828.918232726,127.01005531202193,37.487656298211064
22,방문판매업,영업/정상,서울특별시 구로구 구로동 *** 지하이시티,190402.032127103,442203.137447127,126.88938262668307,37.4819680601025
23,방문판매업,영업/정상,서울특별시 서대문구 홍은동 *번지 ***호 홍은빌딩,195394.842968752,455355.645454924,126.94574844298317,37.60050981281932
24,방문판매업,영업/정상,서울특별시 관악구 신림동 ***번지 ***호,194455.616876382,440459.147085196,126.93522630333835,37.46628815279337
25,방문판매업,영업/정상,서울특별시 중랑구 묵동 ***번지 **호 유림빌딩 *층,206853.107394458,455922.92889032,127.0755078169617,37.605607747749865
26,방문판매업,영업/정상,서울특별시 송파구 가락동 ***번지 *호 삼성빌딩,210914.474749676,443681.679631046,127.12132114993322,37.49527652189996
27,방문판매업,영업/정상,서울특별시 중구 황학동 ****번지 민족통일대통령 빌딩,201962.76537651,451473.157996425,127.02011397173045,37.56553903572434
28,방문판매업,영업/정상,서울특별시 서초구 서초동 ****번지 **호 리더스빌딩,201208.493843332,442790.939502082,127.01156303179441,37.48731395412083
29,방문판매업,영업/정상,서울특별시 강동구 상일동 ***번지,215147.272253527,449854.500776745,127.1693127662236,37.550833696776245
30,방문판매업,영업/정상,서울특별시 종로구 연지동 ***번지 **호 ***에이호,200072.378101828,452291.689518232,126.9987171218724,37.57291586234743
31,방문판매업,영업/정상,서울특별시 송파구 마천동 ***-* 자매빌딩,213032.020864518,443911.966488301,127.14527068332923,37.497324104048836
32,방문판매업,영업/정상,서울특별시 송파구 방이동 **번지 *호 잠실리시온,209427.410217251,445829.725943441,127.1045325541291,37.51464661031962
33,방문판매업,영업/정상,서울특별시 양천구 목동 ***번지 **호,188144.220046577,449584.740750439,126.86373587843484,37.5484494966808
34,방문판매업,영업/정상,서울특별시 동대문구 용두동 ***번지 **호 청계천 대성 스카이렉스*,202572.480304067,452006.05468554,127.0270170160819,37.57033891453139
35,방문판매업,영업/정상,서울특별시 금천구 가산동 ***번지 우림라이온스밸리*차,190050.903572929,440523.497478209,126.88543554484028,37.46683075182664
36,방문판매업,영업/정상,서울특별시 영등포구 당산동*가 ***번지,190791.225613055,446926.797172515,126.89372337369515,37.52453206555058
